Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4946264,Unit 1002 - 71 Simcoe St,Bay Street Corridor - Toronto,Condo Apt,"$ 699,000","$684,468",2020-10-12,,1 Bedrooms,2 Bathrooms,2 Garage,"$ 2,777","Condo Apt, Apartment",$996/month,16-30,1000-1199 feet²,None,"water,hydro,heat",4 days,23 day(s),2020-10-08,2020-10-09,"$3,169",3.05%,University & King St. W.,"Concierge, Exercise Room, Gym, Party/Meeting Room, Security System, Visitor Parking",W,Toronto,"Rarely Offered 1B (+Den) In Established Luxury Condo, Symphony Place(1991)! Spacious/Open 1050 Sf W Warm Natural Light. Perfectly Situated On King West. Stunning Unobstructed West Views Of Roy Thompson Hall & St. Andrews Church. Boasts Hardwood & Marble Flooring, 40K Updated Kitchen W/Granite Counters, New S/S Appliances Incl French Door Fridge/Freezer. King Sized Bedroom W Large W/I Closet & 2 Add Closets, Large Ensuite W Jacuzzi Bath & Sep Shower. 2 Parking"
C4906870,Unit 5701 - 7 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 809,990","$796,347",2020-09-17,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,025","Condo Apt, Apartment",$436/month,0-5,600-699 feet²,None,"water,heat",32 days,23 day(s),2020-09-10,2020-09-17,"$2,880",3.03%,Yonge & College,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool",W,Toronto,"One Year Yc Condo. Two Split Bedrooms With 2 Full Baths. Open Concept Layout. Steps Away From Yonge & College St. Subway Station And Ttc. Minutes Away From Ryerson University, U Of T, Hospitals, Shopper's Drug Mart, Metro, Mcdonald's, Pizza Pizza, Tim Horon's Starbucks, Etc."
C4912211,Unit 716 - 1055 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 568,000","$609,835",2020-09-15,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,997","Condo Apt, Apartment",$477/month,-,600-699 feet²,None,"water,hydro,heat",27 days,22 day(s),2020-09-15,2020-09-15,"$2,363",3.1%,Bay & Bloor,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Squash/Racquet Court, Visitor Parking",N,Toronto,"Welcome To 1055 Bay St Polo Club 1 Building!! Gorgeous 1+1 Condo @ Most Wanted Location In Downtown Toronto!! Luxurious Unit W/Excellent Features: Nice Solarium/Den, Beautiful Master Bdrm, Rooftop Terrace/Spa/Party Rm, Live Security, Gym, Whirlpool/Hot Tub & All Modern Facilities. Just Steps To Ttc, Shopping, Banks, Subway,Toronto University & All Other Amenities. Won't Last Long!!"
C4850651,Unit 4117 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 839,000","$856,524",2020-09-09,,2+1 Bedrooms,2 Bathrooms,0 Garage,"$ 3,876","Condo Apt, Apartment",$524/month,-,700-799 feet²,None,"water,heat",74 days,21 day(s),2020-07-30,2020-09-09,"$2,513",2.13%,Bay & Temperance,"Concierge, Games Room, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"Unique @70 Temperance 41st Flr Luxury Condo Boasting Unobstructed Views Of City Hall Concert/Event/Fireworks+Expansive Skylines. One Of Few Units W/Full 20Ft Wide Balc. Pro-Constructed Seamless Wall Xtns Making This The Only True 2 Bedrm Ideal For Guest Privacy/Office Use W/ Interior Window. Many Upgrades To This Unit Incl Custom Drapery/Blackouts,Potlights,Nest Thermo,Simple Human Drawers,New Boschdw & Kohler Toilets,Blomus Upgrded Bath Fixtures"
C4920608,Unit Ph11 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 680,000","$692,021",2020-09-20,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,596","Condo Apt, Apartment",$298/month,0-5,0-499 feet²,None,"water,heat",22 days,23 day(s),2020-09-20,2020-09-20,"$1,846",2.1%,Bay / Richmond / Adelaide,,Sw,Toronto,"Luxurious Condo In The Heart Of Financial District. Lifetime Developments And Centre Court Developments Built. Floor To Ceiling Window. Steps To Public Transit, Close To 5 Subway Stations, And With Access To The Underground Path. This Unit Is Fully Furnished"
C4945566,Unit 3501 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 775,000","$748,731",2020-10-12,,2+1 Bedrooms,2 Bathrooms,0 Garage,"$ 3,262","Condo Apt, Apartment",$425/month,0-5,700-799 feet²,None,"water,heat",5 days,23 day(s),2020-10-07,2020-10-10,"$2,595",2.78%,Bay/Adelaide,"Bus Ctr (Wifi Bldg), Concierge, Games Room, Gym, Party/Meeting Room, Recreation Room",N,Toronto,"Breathtaking View From This 2Br, 2-Bath + Den. Opportunity By Queen Subway. Steps To: Eaton Centre, The Path, City Hall. Excellent Layout Means No Wasted Space. 9-Ft Ceilings Make This Condo Airy & Bright. Stylish High-End Finishes & Built-Ins, 4 Years New. An Exclusive Address. Sparkling Lobby & Luxurious Amenities. This One Checks All The Boxes. Fantastic Investment, Offered Only At This Amazing Price For The Next 7 Days. See It Now Before It's Too Late."
C4855800,Unit 2407 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 899,000","$860,894",2020-09-25,,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$531/month,New,700-799 feet²,None,heat,69 days,23 day(s),2020-08-04,2020-09-25,"$2,809",2.93%,Bay/Wellesley,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Sw,Toronto,"Location! Location! Location! Great Investment Opportunity! In The Heart Of Downtown Toronto, Walking Distance To U Of T, Ryerson University. Steps To Wellesley Subway Station. 9' Ceiling Brand New Built Luxury 2 Bedroom Condo With Stainless Steeles Appliances, Large Balcony With Spectacular School View And Lake View, Lots Of Amenities: 24 Hr Concierge, Gym, Indoor Pool, Sauna, Bbq Area, Guest Rooms And Visitor Parking Etc."
C4906387,Unit 5101 - 7 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 799,000","$805,745",2020-09-10,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,924","Condo Apt, Apartment",$436/month,0-5,600-699 feet²,None,"water,heat",32 days,21 day(s),2020-09-10,2020-09-10,"$2,962",3.14%,Yonge / College,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Recreation Room",W,Toronto,"1 Year New 2Br Unit At Yc Condos With Nice City View Right Across The Street From College Park Subway Station. Prime Location In The Heart Of Bay St Corridor. Both Bedrooms Have Windows To Outside. Laminate Floor Throughout, Open Concept Kitchen With Quartz Counter Top, 9Ft Ceiling With Floor To Ceiling Windows. Steps To Subway, Restaurants, Cafe, Bars, Shops, Metro, Streetcar, U Of T, And Hospital"
C4898763,Unit 201 - 633 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 699,900","$736,357",2020-09-29,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,497","Condo Apt, Apartment",$721/month,31-50,900-999 feet²,None,"water,hydro,heat",38 days,23 day(s),2020-09-04,2020-10-09,"$2,892",2.9%,Bay/ Edward,"Exercise Room, Indoor Pool, Rooftop Deck/Garden, Sauna, Security System, Visitor Parking",N,Toronto,"Horizon-On-Bay. 935 Sq Ft. Of Well-Used Space. 2-Bdrm + 2 Baths. Professionally Reno'd: Wood Flrs Throughout, Kit W. Ss Appliances, Granite Counters. Encl Balc. Makes The Perfect Home Office W. Lrg Window And Sliding Door. Walk To Ryerson; U Of T; Eaton Centre; Dundas Sq; Queen's Park; Major Hospitals. Steps To Subway, Streetcar And Bus. All Util. Incl. Except Cable. Bldg. Has Lowest Priced 2-Bdrms Dwntwn. Pkrg Avail. To Rent"
C4809121,Unit 2404 - 180 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 1,099,900","$1,044,631",2020-06-26,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 4,216","Condo Apt, Apartment",$941/month,-,800-899 feet²,None,"water,heat",108 days,21 day(s),2020-06-26,2020-06-26,"$4,442",3.32%,University/Richmond,"Concierge, Gym, Indoor Pool, Sauna, Visitor Parking",Sw,Toronto,"5 Star Shangri-La Luxury Hotel Style Suite, Bright & Spacious, 9' Floor To Ceiling Windows, Breath Taking Views-Entertainment District & Lake Ontario. Elegant Amenities: Gym, Indoor Pool, Hot Tub, Spa, Restaurants, Theatre, Limo & Valet Service (W/Charge). Steps To Financial District, All Amenities & Underground Path. 24 Hr Concierge & Security Services."
C4857995,Unit 2706 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 839,000","$853,152",2020-08-06,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,200","Condo Apt, Apartment",$400/month,0-5,700-799 feet²,None,"water,heat",68 days,20 day(s),2020-08-05,2020-08-06,"$2,683",2.63%,Bay/Adelaide,,S,Toronto,"Lifetime Developments & Centercourt Developments Built. Designed To Be A Vibrant Community Of Like-Minded Professionals Who Live,Work & Play In The Downtown Core. 9 Ft Smooth Ceilings, Amazing Amenities,$$$ Spent On Upgrades. Connected To Underground Path To All Financial District In Downtown Toronto."
C4936322,Unit 2217 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 789,000","$771,671",2020-10-09,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,359","Condo Apt, Multi-Level",$487/month,0-5,700-799 feet²,None,water,11 days,23 day(s),2020-10-01,2020-10-10,"$5,328",6.56%,Bay & Temperance,"Bbqs Allowed, Concierge, Guest Suites, Gym, Party/Meeting Room, Security System",N,Toronto,"Luxury Condo In The Core Of Financial District. Spacious 2 Br 2 Wr. 9' Ceiling With Floor To Ceiling Windows. Modern Kitchen Equips With Integrated Appliances. Fantastic South West View Of City And Lake. Great Location With Walking In Mins To Almost Everything: City Hall, Eaton Center, Entertainment, Subway, Grocery, Theatre, Restaurants... Path Next Door.Walk Score:100.Golf Training Facilities,Theatre, Guest Suites+++ Easy Access To The Underground Path Sys"
C4935629,Unit 1609 - 33 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 774,900","$782,156",2020-10-12,,1+2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,625","Condo Apt, Multi-Level",$725/month,16-30,1000-1199 feet²,None,"water,hydro,heat",14 days,23 day(s),2020-09-28,2020-10-08,"$4,513",5.03%,Front,,E,Toronto,"Live In The Heart Of Downtown Toronto. Steps To Scotia Bank Arena, Union Station, Roy Thompson Hall, Ttc, Go, Restaurants, And The Financial District. Beautiful, Spacious End Unit With Over 1,000 Square Feet Of Living Space. One Bedroom With Master Ensuite Plus Two Dens, Which Can Be Used As 2nd Bedroom Or Home Office. Upgraded Appliances, Countertops And Hardwood Flooring.You'll Love Coming Home To This Quiet, Prestigious Building."
C4883326,Unit 1007 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 659,000","$654,701",2020-08-24,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,549","Condo Apt, Apartment",$383/month,New,500-599 feet²,None,"water,heat",49 days,21 day(s),2020-08-24,2020-08-24,"$2,125",2.58%,Adelaide / Bay,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",S,Toronto,"Famous Indx Tower Located In Heart Of Toronto's Financial District. Boasting 9Ft Ceiling & Open Concept Layout! Spacious Bedroom & Den Which Can Be Used As 2nd Bedroom. Just Steps To Eaton Centre/First Canadian Place/Old City Hall/ Dundas Square/The Path W/I 5 Minutes. World-Class Amenities: Exercise Room, Party Room, Golf Training Facilities, Cards Room, Library, Games Room, Concierge, Guest Suites, Change Rooms, Business Centre, Terrace"
C4941276,Unit 1208 - 33 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 1,199,000","$1,149,177",2020-10-10,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,712","Condo Apt, Apartment",$1059/month,16-30,1400-1599 feet²,None,"water,hydro,heat",7 days,23 day(s),2020-10-05,2020-10-05,"$4,847",3.31%,Wellington St W & University,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",Nw,Toronto,"Prepare To Have All Your Concepts Of Downtown Living Revolutionized By This Thoughtfully Reimagined, Unbelievably Spacious Residence That Unfolds W/ Perfection &Poise. Over $175K In Quality Renos Have Been Meticulously Planned Into Nearly 1,600 Sqft, And Every Aspect Beautifully Considered. Entertainers Will Swoon Over The Immaculate Chefs Kitchen W/ Oversized Island, Generous Master Retreat, Spa Like Baths, Intelligent Storage And Custom Built Ins Galore!"
C4925501,Unit 3709 - 180 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 2,200,000","$2,089,429",2020-09-24,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 8,533","Condo Apt, Apartment",$1662/month,6-10,1600-1799 feet²,None,"water,heat",19 days,23 day(s),2020-09-23,2020-09-23,"$13,458",5.87%,University & Adelaide,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna",Se,Toronto,"The Sought After Shangri-La Located In Bustling Entertainment District. Bright And Spacious. This Stunning 2 Bedroom Suite Boasts A Magnificent Million Dollar Cityscape View With Spectacular Skyscrapers, Lake Ontario, Famous Cn Tower And Roy Thompson Hall. Enjoy Southern Sun Soaked Balcony And Luxurious Living At It's Best! Unrivalled 5 Star Amenities-24 Hr. Gym, Indoor Pool, Hot Tub, Full-Service Spa, Concierge, Valet Parking, Lobby Bar And Restaurant."
C4940884,Unit 217 - 5 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,"$ 899,000","$861,957",2020-10-10,,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 3,759","Condo Apt, Apartment",$747/month,0-5,900-999 feet²,None,"water,heat",7 days,23 day(s),2020-10-05,2020-10-05,"$5,349",5.49%,Yonge & Wellesley,"Gym, Indoor Pool, Outdoor Pool, Visitor Parking",N,Toronto,"This Unique 2 Storey Heritage Residence In The Heart Of Downtown Toronto, This Beautiful Unit With 970 Sqft In Modern/Chic Historically-Designated Facade Building Has It All. 10 Ft Ceiling! Open Concept. Freshly Painted. Close To Everything You Need! Close To Wellesley Subway Station, Restaurants, U Of T, Ryerson, Shopping And Much More! Must See."
C4913974,Unit 2804 - 21 Balmuto St,Bay Street Corridor - Toronto,Condo Apt,"$ 1,127,000","$1,107,315",2020-09-16,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 4,498","Condo Apt, Apartment",$947/month,6-10,900-999 feet²,None,"water,heat",27 days,22 day(s),2020-09-15,2020-09-15,"$6,774",5.46%,Yonge And Bloor,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",Nw,Toronto,"Luxurious 2 Bdrm, 3 Bathroom Executive Corner Unit In The Heart Of Yorkville With Breathtaking West View Of Rom, U Of T. One Of Only Four Units On The Entire Floor. Boasting 10 Ft Ceilings, Split Bdrm Layout,2 Full Ensuite Bdrms, Smooth Ceilings,Hwrd Flrs, W/I Closets. Upscale Scavolini Kitchen, W/ Lots Of Counter Space&Large Centre Island. Very Quiet Building W/24 Hr Concierge&Security& Excellent Amenities."
C4927292,Unit 903 - 71 Simcoe St,Bay Street Corridor - Toronto,Condo Apt,"$ 829,000","$822,507",2020-10-09,,1+2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,699","Condo Apt, Apartment",$963/month,-,1000-1199 feet²,None,"water,hydro,heat",18 days,23 day(s),2020-09-24,2020-10-01,"$4,795",4.82%,King & University,"Concierge, Exercise Room, Party/Meeting Room, Sauna, Security System, Visitor Parking",W,Toronto,"One-Of-A-Kind, Expansive 1+2 (Den; Large Sunroom Can Be Used As 2nd Br), Elegant Kitchen W/Pantry & Stunning Granite Counters. Picture-Perfect West View From Every Room Incl Spa-Like Ensuite! $40K Of Renos: Hardwood Floors, Closet Organizers, Custom Kitchen W/Top-Of-Line Appliances! Freshly Painted! Prestigious Boutique Bldg With Only 87 Units, 24/7 Concierge Knows You By Name. Next To Subway & Path, Entertainment, Financial District, Sunlit Rooms= Priceless!"
C4845958,Unit 3509 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 1,499,000","$1,453,389",2020-09-10,,3 Bedrooms,3 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$875/month,New,1000-1199 feet²,None,heat,77 days,21 day(s),2020-07-27,2020-09-09,"$6,977",4.7%,Bay / Wellesley,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",E,Toronto,"Brand New Beautiful East Unit. 3 Bed, 3 Wash Full Bath. 1,184 Sqft With Panoramic Lake And City Views.Magnificent Britsh Hotel With Inspired Design That Brings History Into The Future. Step To Wellesley Subway Station, University Of Toronto. Block To Yorkville Shops."
C4831466,Unit 4105 - 311 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 2,749,000","$2,622,897",2020-09-22,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 12,939","Condo Apt, Apartment",$3270/month,-,2000-2249 feet²,None,"water,heat",89 days,23 day(s),2020-07-15,2020-09-22,"$20,000",6.58%,Bay & Adelaide,"Concierge, Gym, Indoor Pool, Security Guard, Visitor Parking",Sw,Toronto,*Live Exquisitely At The St. Regis Residences * Enjoy Timeless Traditions & Striking Architectural Details & Finishes With Unmatched Five Star Amenities & Services * This Stunning 2 Bedroom + Library South West Corner Suite Boasts 10.5 Foot Coffered Ceilings Throughout * In The Heart Of The Financial District. Quick Access To Underground Path System And City's Finest Dining & Entertainment.
C4883356,Unit 5003 - 311 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 3,198,880","$2,776,124",2020-09-14,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 15,647","Condo Apt, Apartment",$3500/month,6-10,2250-2499 feet²,None,"water,heat",49 days,22 day(s),2020-08-24,2020-09-14,"$20,000",6.04%,Bay/Adelaide,"Bus Ctr (Wifi Bldg), Concierge, Gym, Indoor Pool, Sauna, Visitor Parking",Se,Toronto,"Executive Suite In St.Regis Residences, One Of The Most Luxurious Condo/Hotel Available In Toronto, Soaring High Above The Prominent Intersection Of Bay & Adelaide, Close To Financial District, Public Transit, Restaurant, Shops And What Matters In Toronto.,Building Offers Hotel Amenities, Saltwater Pool, Spa, Health & Wellness Centre, Yoga, Fitness Centre, Business Centre,Fine Dining, Room Service, Valet Parking And 24Hr Concierge."
C4902279,Unit 5203 - 311 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 2,995,000","$2,813,233",2020-09-22,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 13,802","Condo Apt, Apartment",$3500/month,-,2250-2499 feet²,None,"water,heat",34 days,23 day(s),2020-09-08,2020-09-22,"$20,000",6%,Bay And Adelaide,"Concierge, Gym, Indoor Pool, Rooftop Deck/Garden, Security Guard, Visitor Parking",Se,Toronto,"Live Exquisitely At The St. Regis Residences Toronto. Enjoy Timeless Traditions And Striking Architectural Details & Finishes With Unmatched Five Stars Amenities And Services. Soaring 10.5 Foot Coffered Ceilings. Spacious 2 Bedroom (2,385 Sf) Southeast Corner Unit. Elevator Opens To Private Foyer Area. Quick Access To Underground P.A.T.H System And City's Finest Dining & Entertainment."
